Id,Expected
c193ac8d551c149b60f2965341caf528_0,279466 30 280746 30 282026 30 283306 30 284566 55 285846 55 287126 55 288406 55 289681 65 290961 65 292241 65 293521 65 294796 75 296076 75 297356 75 298636 75 299911 80 301191 80 302471 80 303751 80 305031 85 306311 85 307591 85 308866 85 310146 85 311426 85 312706 85 313981 90 315261 90 316541 90 317821 90 319101 90 320381 90 321661 90 322941 90 324221 90 325501 90 326781 90 328061 90 329336 95 330616 95 331896 95 333176 95 334456 90 335736 90 337016 90 338296 90 339571 95 340851 95 342131 95 343411 95 344691 95 345971 95 347251 95 348531 95 349806 100 351086 100 352366 100 353646 95 354926 95 356206 95 357486 95 358766 95 360046 95 361326 95 362606 95 363881 100 365161 100 366441 100 367721 100 369001 100 370281 100 371561 100 372841 100 374116 105 375396 105 376676 105 377956 105 379231 110 380511 110 381791 110 383071 110 384346 115 385626 115 386906 115 388186 115 389466 110 390746 110 392026 110 393306 110 394581 110 395861 110 397141 110 398421 105 399701 105 400981 105 402261 105 403536 110 404816 110 406096 110 407376 110 408656 110 409936 110 411216 110 412496 110 413771 110 415051 110 416331 110 417611 110 418891 110 420171 110 421451 110 422731 110 424011 115 425291 115 426571 115 427851 115 429131 115 430411 115 431691 115 432971 115 434251 115 435531 115 436811 115 438091 115 439371 115 440651 115 441931 115 443211 115 444491 115 445771 115 447051 115 448336 105 449616 105 450896 105 452176 105 453466 90 454746 90 456026 90 457306 90 458591 80 459871 80 461151 80 462431 80 463721 35 463761 20 465001 35 465041 20 466281 35 466321 20 467561 35 467601 20
c193ac8d551c149b60f2965341caf528_1,
cb1b387133b51209db6dcdda5cc8a788_0,
cb1b387133b51209db6dcdda5cc8a788_1,836551 30 836616 15 837831 30 837896 15 839111 30 839176 15 840391 30 840456 15 841661 40 841731 30 842941 40 843011 30 844221 40 844291 30 845501 40 845571 30 846771 55 846846 35 848051 55 848126 35 849331 55 849406 35 850611 55 850686 35 851886 130 853166 130 854446 130 855726 130 856996 145 858276 145 859556 145 860836 145 862106 165 863386 165 864666 165 865946 165 867221 180 868501 180 869781 180 871061 180 872336 190 873616 190 874896 190 876176 190 877451 200 878731 200 880011 200 881286 205 882566 205 883846 205 885126 205 886401 210 887681 210 888961 210 890241 210 891516 215 892796 215 894076 215 895356 215 896631 220 897911 220 899191 220 900471 220 901746 230 903026 230 904306 230 905586 230 906861 235 908141 235 909421 235 910701 235 911976 240 913256 240 914536 240 915816 240 917091 240 918371 240 919651 240 920931 240 922206 245 923486 245 924766 245 926041 250 927321 250 928601 250 929881 250 931161 245 932441 245 933721 245 935001 245 936276 245 937556 245 938836 245 940116 245 941396 240 942676 240 943956 240 945236 240 946516 240 947796 240 949076 240 950356 240 951631 245 952911 245 954191 245 955471 245 956751 245 958031 245 959311 245 960591 245 961871 245 963151 245 964431 245 965711 245 966986 250 968266 250 969546 250 970826 250 972106 250 973386 250 974666 250 975946 255 977226 255 978506 255 979786 255 981061 260 982341 260 983621 260 984901 260 986181 265 987461 265 988741 265 990021 265 991301 265 992581 265 993861 265 995141 265 996416 270 997696 270 998976 270 1000256 270 1001536 270 1002816 270 1004096 270 1005376 270 1006656 270 1007936 270 1009216 270 1010496 270 1011771 270 1013051 270 1014331 270 1015611 270 1016891 270 1018171 270 1019451 270 1020731 265 1022011 265 1023291 265 1024571 265 1025846 270 1027126 270 1028406 270 1029686 270 1030966 265 1032246 265 1033526 265 1034806 265 1036086 265 1037366 265 1038646 265 1039926 265 1041206 260 1042486 260 1043766 260 1045046 260 1046326 260 1047606 260 1048886 260 1050166 260 1051441 265 1052721 265 1054001 265 1055281 260 1056561 260 1057841 260 1059121 260 1060401 260 1061681 260 1062961 260 1064241 260 1065521 260 1066801 260 1068081 260 1069361 260 1070641 255 1071921 255 1073201 255 1074481 255 1075766 245 1077046 245 1078326 245 1079606 245 1080886 245 1082166 245 1083446 245 1084726 245 1086006 240 1087286 240 1088566 240 1089846 240 1091126 235 1092406 235 1093686 235 1094966 235 1096251 230 1097531 230 1098811 230 1100091 225 1101371 225 1102651 225 1103931 225 1105216 215 1106496 215 1107776 215 1109056 215 1110336 210 1111616 210 1112896 210 1114176 210 1115461 205 1116741 205 1118021 205 1119301 205 1120586 195 1121866 195 1123146 195 1124426 195 1125716 180 1126996 180 1128276 180 1129556 180 1130886 5 1130901 110 1132166 5 1132181 110 1133446 5 1133461 110 1134726 5 1134741 110 1136036 90 1137316 90 1138596 90 1139876 90 1141161 80 1142441 80 1143721 80 1145006 70 1146286 70 1147566 70 1148846 70 1150136 55 1151416 55 1152696 55 1153976 55 1155261 45 1156541 45 1157821 45 1159101 45 1160391 25 1161671 25 1162951 25 1164231 25
3c692195f853af7f8a4df1ec859759b7_0,260616 50 261896 50 263176 50 264441 80 265721 80 267001 80 268281 80 269551 125 270831 125 272111 125 273391 125 274661 160 275941 160 277221 160 278501 160 279771 180 281051 180 282331 180 283611 180 284886 195 286166 195 287446 195 288726 195 290001 210 291281 210 292561 210 293841 210 295111 230 296391 230 297671 230 298951 230 300226 240 301506 240 302786 240 304066 240 305341 255 306621 255 307901 255 309176 260 310456 260 311736 260 313016 260 314296 270 315576 270 316856 270 318136 270 319411 280 320691 280 321971 280 323251 280 324526 290 325806 290 327086 290 328366 290 329641 300 330921 300 332201 300 333481 300 334761 300 336041 300 337321 300 338601 300 339876 310 341156 310 342436 310 343716 310 344996 315 346276 315 347556 315 348836 315 350116 315 351396 315 352676 315 353951 325 355231 325 356511 325 357791 325 359071 325 360351 325 361631 325 362911 325 364191 330 365471 330 366751 330 368031 330 369311 330 370591 330 371871 330 373151 330 374426 340 375706 340 376986 340 378266 340 379546 340 380826 340 382106 340 383386 340 384666 340 385946 340 387226 340 388506 340 389786 345 391066 345 392346 345 393626 345 394906 350 396186 350 397466 350 398746 350 400026 350 401306 350 402586 350 403866 350 405146 350 406426 350 407706 350 408986 355 410266 355 411546 355 412826 355 414106 355 415386 355 416666 355 417946 355 419226 355 420506 355 421786 355 423066 355 424346 360 425626 360 426906 360 428186 360 429466 360 430746 360 432026 360 433306 360 434586 360 435866 360 437146 360 438426 360 439711 355 440991 355 442271 355 443551 355 444831 355 446111 355 447391 355 448671 355 449951 355 451231 355 452511 355 453796 350 455076 350 456356 350 457636 350 458916 350 460196 350 461476 350 462756 350 464036 350 465316 350 466596 350 467876 350 469156 345 470436 345 471716 345 472996 345 474281 340 475561 340 476841 340 478121 340 479401 340 480681 340 481961 340 483241 340 484521 335 485801 335 487081 335 488361 340 489641 340 490921 340 492201 340 493486 335 494766 335 496046 335 497326 335 498606 335 499886 335 501166 335 502446 335 503726 340 505006 340 506286 340 507566 340 508846 340 510126 340 511406 340 512686 340 513966 340 515246 340 516526 340 517806 340 519091 335 520371 335 521651 335 522931 335 524211 340 525491 340 526771 340 528051 340 529331 340 530611 340 531891 340 533176 335 534456 335 535736 335 537016 335 538296 335 539576 335 540856 335 542136 335 543416 330 544696 330 545976 330 547256 330 548536 330 549816 330 551096 330 552376 330 553661 325 554941 325 556221 325 557501 325 558781 325 560061 325 561341 325 562621 325 563901 320 565181 320 566461 320 567741 320 569021 320 570301 320 571581 320 572861 315 574141 315 575421 315 576701 315 577986 310 579266 310 580546 310 581826 310 583106 305 584386 305 585666 305 586946 305 588226 300 589506 300 590786 300 592066 300 593346 300 594626 300 595906 300 597186 300 598466 295 599746 295 601026 295 602306 295 603586 290 604866 290 606146 290 607426 290 608706 290 609986 290 611266 290 612546 290 613826 285 615106 285 616386 285 617666 280 618946 280 620226 280 621506 280 622786 275 624066 275 625346 275 626626 275 627911 270 629191 270 630471 270 631751 270 633031 265 634311 265 635591 265 636871 265 638151 260 639431 260 640711 260 641991 260 643276 250 644556 250 645836 250 647116 250 648396 250 649676 250 650956 250 652236 250 653516 245 654796 245 656076 245 657356 245 658641 235 659921 235 661201 235 662481 235 663761 235 665041 235 666321 235 667606 225 668886 225 670166 225 671446 225 672726 220 674006 220 675286 220 676566 220 677851 205 679131 205 680411 205 681691 205 682976 195 684256 195 685536 195 686816 195 688101 185 689381 185 690661 185 691941 185 693226 175 694506 175 695786 175 697066 175 698356 160 699636 160 700916 160 702196 160 703481 150 704761 150 706041 150 707331 135 708611 135 709891 135 711171 135 712456 120 713736 120 715016 120 716296 120 717591 20 717661 20 718871 20 718941 20 720151 20 720221 20 721431 20 721501 20
3c692195f853af7f8a4df1ec859759b7_1,
cb2eb1ef57af2ed9fbb63b28163a7459_0,
cb2eb1ef57af2ed9fbb63b28163a7459_1,269391 30 270671 30 271951 30 273231 30 274501 55 275781 55 277061 55 278341 55 279611 70 280891 70 282171 70 283451 70 284726 85 286006 85 287286 85 288561 95 289841 95 291121 95 292401 95 293681 100 294961 100 296241 100 297521 100 298796 110 300076 110 301356 110 302636 110 303911 125 305191 125 306471 125 307751 130 309031 130 310311 130 311591 130 312866 140 314146 140 315426 140 316706 140 317986 145 319266 145 320546 145 321826 155 323106 155 324386 155 325666 155 326941 165 328221 165 329501 165 330781 165 332061 165 333341 165 334621 165 335901 165 337181 170 338461 170 339741 170 341021 175 342301 175 343581 175 344861 175 346141 175 347421 175 348701 175 349981 175 351261 180 352541 180 353821 180 355101 180 356376 185 357656 185 358936 185 360216 185 361496 185 362776 185 364056 185 365336 190 366616 190 367896 190 369176 190 370461 185 371741 185 373021 185 374301 185 375581 190 376861 190 378141 190 379421 190 380701 190 381981 190 383261 190 384541 190 385821 190 387101 190 388381 190 389661 195 390941 195 392221 195 393501 195 394781 195 396061 195 397341 195 398626 190 399906 190 401186 190 402466 190 403746 195 405026 195 406306 195 407586 195 408866 195 410146 195 411426 195 412706 195 413991 190 415271 190 416551 190 417831 190 419111 190 420391 190 421671 190 422951 190 424231 190 425511 190 426791 190 428076 185 429356 185 430636 185 431916 185 433196 190 434476 190 435756 190 437041 185 438321 185 439601 185 440881 185 442161 185 443441 185 444721 185 446001 185 447286 180 448566 180 449846 180 451126 180 452406 175 453686 175 454966 175 456251 165 457531 165 458811 165 460091 165 461371 160 462651 160 463931 160 465211 160 466496 150 467776 150 469056 150 470336 150 471616 145 472896 145 474176 145 475461 140 476741 140 478021 140 479301 140 480581 140 481861 140 483141 140 484421 140 485701 135 486981 135 488261 135 489541 135 490826 125 492106 125 493386 125 494666 125 495946 125 497226 125 498506 125 499791 115 501071 115 502351 115 503631 115 504911 105 506191 105 507471 105 508751 105 510036 95 511316 95 512596 95 513876 90 515156 90 516436 90 517716 90 519001 75 520281 75 521561 75 522841 75 524121 70 525401 70 526681 70 527961 70 529246 60 530526 60 531806 60 533086 55 534366 55 535646 55 536926 55 538211 45 539491 45 540771 45 542051 45 543336 35 544616 35 545896 35 547176 35 548461 30 549741 30 551021 30 552306 20 553586 20 554866 20 556146 20 557436 5 558716 5 559996 5 561276 5
5e8f14e1e0ae936de314f2d95e6c487f_0,681 65 1961 65 3241 65 4521 65 5791 85 7071 85 8351 85 9631 85 10906 95 12186 95 13466 95 14746 95 16026 100 17306 100 18586 100 19866 100 21141 110 22421 110 23701 110 24981 110 26261 115 27541 115 28821 115 30101 115 31376 125 32656 125 33936 125 35216 125 36496 130 37776 130 39056 130 40336 130 41611 140 42891 140 44171 140 45451 150 46731 150 48011 150 49291 150 50566 160 51846 160 53126 160 54406 160 55686 165 56966 165 58246 165 59526 165 60806 170 62086 170 63366 170 64646 170 65926 180 66176 40 67206 180 67456 40 68486 180 68736 40 69766 180 70016 40 71041 190 71286 65 72321 190 72566 65 73601 190 73846 65 74881 190 75126 65 76161 200 76396 85 77441 200 77676 85 78721 200 78956 85 80001 200 80236 85 81281 210 81501 105 82561 210 82781 105 83841 210 84061 105 85121 210 85341 105 86401 335 87681 335 88961 335 90241 340 91521 340 92801 340 94081 340 95361 345 96641 345 97921 345 99201 345 100476 355 101756 355 103036 355 104316 355 105596 360 106876 360 108156 360 109436 360 110716 365 111996 365 113276 365 114556 365 115836 370 117116 370 118396 370 119676 370 120951 375 122231 375 123511 375 124791 375 126071 380 127351 380 128631 380 129911 380 131191 385 132471 385 133751 385 135031 390 136311 390 137591 390 138871 390 140146 400 141426 400 142706 400 143986 400 145266 405 146546 405 147826 405 149106 405 150386 405 151666 405 152946 405 154226 405 155506 410 156786 410 158066 410 159346 410 160626 415 161906 415 163186 415 164466 415 165746 420 167026 420 168306 420 169586 420 170866 420 172146 420 173426 420 174706 420 175986 420 177266 420 178546 420 179821 430 181101 430 182381 430 183661 430 184941 435 186221 435 187501 435 188781 435 190061 435 191341 435 192621 435 193901 435 195181 435 196461 435 197741 435 199021 435 200301 440 201581 440 202861 440 204141 440 205421 440 206701 440 207981 440 209261 440 210541 445 211821 445 213101 445 214381 445 215661 445 216941 445 218221 445 219501 445 220786 440 222066 440 223346 440 224626 445 225906 445 227186 445 228466 445 229746 445 231026 445 232306 445 233586 445 234871 440 236151 440 237431 440 238711 440 239991 440 241271 440 242551 440 243831 440 245111 440 246391 440 247671 440 248951 440 250236 440 251516 440 252796 440 254076 440 255356 440 256636 440 257916 440 259196 440 260481 435 261761 435 263041 435 264321 435 265601 435 266881 435 268161 435 269441 435 270721 435 272001 435 273281 435 274566 430 275846 430 277126 430 278406 430 279691 425 280971 425 282251 425 283531 425 284811 425 286091 425 287371 425 288651 425 289936 415 291216 415 292496 415 293776 415 295056 415 296336 415 297616 415 298896 415 300181 410 301461 410 302741 410 304021 410 305301 410 306581 410 307861 410 309146 405 310426 405 311706 405 312986 405 314266 400 315546 400 316826 400 318106 400 319391 395 320671 395 321951 395 323231 395 324511 395 325791 395 327071 395 328351 395 329636 385 330916 385 332196 385 333476 385 334761 380 336041 380 337321 380 338601 380 339881 375 341161 375 342441 375 343721 375 345006 365 346286 365 347566 365 348846 365 350131 360 351411 360 352691 360 353971 355 355251 355 356531 355 357811 355 359096 345 360376 345 361656 345 362936 345 364221 335 365501 335 366781 335 368061 335 369351 320 370631 320 371911 320 373191 320 374476 305 375756 305 377036 305 378316 305 379601 290 380881 290 382161 290 383441 290 384726 280 386006 280 387286 280 388566 280 389856 260 391136 260 392416 260 393696 260 394986 235 396266 235 397546 235 398841 210 400121 210 401401 210 402681 210 403966 180 405246 180 406526 180 407806 180 409096 65 409216 30 410376 65 410496 30 411656 65 411776 30 412936 65 413056 30
5e8f14e1e0ae936de314f2d95e6c487f_1,
cf6644589e532a9ee954f81faedbce39_0,
cf6644589e532a9ee954f81faedbce39_1,469361 15 470641 15 471921 15 473201 15 474476 20 475756 20 477036 20 478316 20 479551 15 479586 35 480831 15 480866 35 482111 15 482146 35 483391 15 483426 35 484671 70 485951 70 487231 70 488506 80 489786 80 491066 80 492346 80 493621 90 494901 90 496181 90 497461 90 498741 90 500021 90 501301 90 502581 90 503861 95 505141 95 506421 95 507701 95 508976 100 510256 100 511536 100 512816 100 514096 100 515376 100 516656 100 517936 100 519216 105 520496 105 521776 105 523056 105 524331 110 525611 110 526891 110 528166 115 529446 115 530726 115 532006 115 533281 120 534561 120 535841 120 537121 120 538391 130 539671 130 540951 130 542231 130 543506 135 544786 135 546066 135 547346 135 548621 145 549901 145 551181 145 552461 145 553736 150 555016 150 556296 150 557576 150 558856 150 560136 150 561416 150 562696 150 563971 160 565251 160 566531 160 567811 160 569091 160 570371 160 571651 160 572931 160 574211 160 575491 160 576771 160 578051 160 579331 160 580611 160 581891 160 583171 160 584451 160 585731 160 587011 160 588291 165 589571 165 590851 165 592131 165 593411 165 594691 165 595971 165 597251 165 598531 165 599811 165 601091 165 602371 165 603651 165 604931 165 606211 165 607491 165 608771 165 610051 165 611331 165 612611 165 613891 165 615171 165 616451 165 617731 165 619011 165 620291 165 621571 165 622851 160 624131 160 625411 160 626691 160 627976 155 629256 155 630536 155 631816 155 633101 150 634381 150 635661 150 636941 150 638226 145 639506 145 640786 145 642066 145 643351 140 644631 140 645911 140 647191 140 648471 140 649751 140 651031 140 652311 140 653596 135 654876 135 656156 135 657436 135 658716 135 659996 135 661276 135 662556 135 663836 135 665116 135 666396 135 667676 135 668956 135 670236 135 671516 135 672801 130 674081 130 675361 130 676641 130 677921 130 679201 130 680481 130 681761 130 683046 125 684326 125 685606 125 686886 125 688166 120 689446 120 690726 120 692006 120 693286 120 694566 120 695846 120 697126 120 698406 120 699686 120 700966 120 702246 120 703526 120 704806 120 706086 120 707366 115 708646 115 709926 115 711206 115 712486 115 713766 115 715046 115 716326 115 717606 110 718886 110 720166 110 721446 110 722721 115 724001 115 725281 115 726561 115 727841 110 729121 110 730401 110 731681 110 732961 110 734241 110 735521 110 736801 110 738081 105 739361 105 740641 105 741921 105 743201 105 744481 105 745761 105 747041 105 748316 105 749596 105 750876 105 752156 105 753436 105 754716 105 755996 105 757276 100 758556 100 759836 100 761116 100 762396 100 763676 100 764956 100 766236 100 767521 90 768801 90 770081 90 771361 90 772641 90 773921 90 775201 90 776481 90 777761 85 779041 85 780321 85 781601 85 782881 85 784161 85 785441 85 786721 85 788001 80 789281 80 790561 80 791846 75 793126 75 794406 75 795686 75 796966 75 798246 75 799526 75 800806 75 802086 70 803366 70 804646 70 805926 70 807211 60 808491 60 809771 60 811051 60 812331 55 813611 55 814891 55 816171 55 817481 5 818761 5 820041 5 821321 5
d077bad31c8c5f54ffaa27a623511c38_0,
d077bad31c8c5f54ffaa27a623511c38_1,533256 20 534536 20 535816 20 537096 20 538371 30 539651 30 540931 30 542211 30 543491 35 544771 35 546051 35 547331 35 548606 45 549886 45 551166 45 552446 45 553726 50 555006 50 556286 50 557566 50 558846 55 560126 55 561406 55 562681 60 563961 60 565241 60 566521 60 567801 65 569081 65 570361 65 571641 65 572921 65 574201 65 575481 65 576761 65 578041 65 579321 65 580601 65 581881 65 583166 60 584446 60 585726 60 587006 60 588286 60 589566 60 590846 60 592126 60 593406 60 594686 60 595966 60 597246 60 598526 60 599806 60 601086 60 602366 65 603646 65 604926 65 606206 65 607486 65 608766 65 610046 65 611326 65 612611 60 613891 60 615171 60 616451 65 617731 65 619011 65 620291 65 621571 65 622851 65 624131 65 625411 65 626696 60 627976 60 629256 60 630536 60 631821 55 633101 55 634381 55 635661 55 636941 50 638221 50 639501 50 640786 40 642066 40 643346 40 644626 40 645916 25 647196 25 648476 25 649756 25
7936140a2d5fc1443c4e445927738677_0,
7936140a2d5fc1443c4e445927738677_1,284811 30 286091 30 287371 30 288651 30 289916 60 291196 60 292476 60 293756 60 295031 70 296311 70 297591 70 298871 70 300146 75 301426 75 302706 75 303986 75 305261 85 306541 85 307821 85 309096 90 310376 90 311656 90 312936 90 314216 90 315496 90 316776 90 318056 90 319336 90 320616 90 321896 90 323176 90 324456 85 325736 85 327016 85 328296 85 329581 80 330861 80 332141 80 333421 80 334706 70 335986 70 337266 70 338546 70 339836 55 341116 55 342396 55 343676 55 344966 40 346246 40 347526 40 348806 40 350096 20 351376 20 352656 20 458606 35 459886 35 461166 35 462446 35 463716 60 464996 60 466276 60 467556 60 468831 70 470111 70 471391 70 472671 70 473946 80 475226 80 476506 80 477786 80 479061 85 480341 85 481621 85 482901 85 484176 90 485456 90 486736 90 488016 90 489296 90 490576 90 491856 90 493131 95 494411 95 495691 95 496971 95 498251 95 499531 95 500811 95 502091 95 503371 95 504651 95 505931 95 507211 95 508491 90 509771 90 511051 90 512331 90 513611 90 514891 90 516171 90 517451 90 518731 90 520011 90 521291 90 522571 90 523851 85 525131 85 526411 85 527691 85 528971 85 530251 85 531531 85 532816 75 534096 75 535376 75 536656 75 537936 75 539216 75 540496 75 541776 75 543061 65 544341 65 545621 65 546901 65 548181 60 549461 60 550741 60 552021 60 553306 55 554586 55 555866 55 557146 55 558436 35 559716 35 560996 35 562276 35 563571 15 564851 15 566131 15 567411 15 613731 10 615011 10 616291 10 617561 40 618841 40 620121 40 621401 40 622676 50 623956 50 625236 50 626516 50 627791 60 629071 60 630351 60 631631 60 632906 70 634186 70 635466 70 636746 70 638026 75 639306 75 640586 75 641866 75 643141 85 644421 85 645701 85 646981 85 648261 90 649541 90 650821 90 652101 90 653381 90 654661 90 655941 90 657221 90 658501 95 659781 95 661061 95 662341 95 663621 95 664901 95 666181 95 667466 90 668746 90 670026 90 671306 90 672586 90 673866 90 675146 90 676426 90 677711 85 678991 85 680271 85 681551 85 682836 80 684116 80 685396 80 686676 80 687956 80 689236 80 690516 80 691796 80 693081 70 694361 70 695641 70 696921 70 698206 65 699486 65 700766 65 702046 65 703331 55 704611 55 705891 55 707176 45 708456 45 709736 45 711016 45 712301 35 713581 35 714861 35 716141 35 717431 15 718711 15 719991 15 721271 15
6f4d4987ea3b4bae5672a230194c5a08_0,892876 25 894156 25 895436 25 896716 25 897986 40 899266 40 900546 40 901826 40 903101 55 904381 55 905661 55 906941 55 908216 60 909496 60 910776 60 912051 70 913331 70 914611 70 915891 70 917166 75 918446 75 919726 75 921006 75 922281 85 923561 85 924841 85 926121 85 927401 85 928681 85 929961 85 931236 95 932516 95 933796 95 935076 95 936356 95 937636 95 938916 95 940196 95 941471 100 942751 100 944031 100 945311 105 946591 105 947871 105 949151 105 950426 110 951706 110 952986 110 954266 110 955546 110 956826 110 958106 110 959386 110 960661 115 961941 115 963221 115 964501 115 965781 115 967061 115 968341 115 969621 115 970901 115 972181 115 973461 115 974741 115 976021 115 977301 115 978581 115 979861 115 981141 115 982421 115 983696 115 984976 115 986256 115 987536 115 988816 115 990096 115 991376 115 992656 115 993936 115 995216 115 996496 115 997776 115 999056 115 1000336 115 1001616 115 1002896 115 1004176 115 1005456 115 1006736 115 1008016 110 1009296 110 1010576 110 1011856 110 1013141 100 1014421 100 1015701 100 1016981 100 1018261 100 1019541 100 1020821 100 1022101 95 1023381 95 1024661 95 1025941 95 1027221 95 1028501 95 1029781 95 1031061 95 1032341 90 1033621 90 1034901 90 1036181 90 1037466 80 1038746 80 1040026 80 1041306 75 1042586 75 1043866 75 1045146 75 1046426 75 1047706 75 1048986 75 1050266 75 1051551 65 1052831 65 1054111 65 1055391 65 1056676 55 1057956 55 1059236 55 1060531 30 1061811 30 1063091 30 1064371 30
6f4d4987ea3b4bae5672a230194c5a08_1,
6240619ebebe9e9c9d00a4262b4fe4a5_0,548341 10 549621 10 550901 10 552181 10 553461 10 554741 10 556021 10 557301 10 558576 15 559856 15 561136 15 562416 15 563691 20 564971 20 566251 20 567531 20 568796 40 570076 40 571356 40 572631 45 573911 45 575191 45 576471 45 577746 50 579026 50 580306 50 581586 50 582861 55 584141 55 585421 55 586701 55 587976 60 589256 60 590536 60 591816 60 593091 70 594371 70 595651 70 596931 70 598206 75 598346 5 599486 75 599626 5 600766 75 600906 5 602046 75 602186 5 603321 85 604601 85 605881 85 607161 85 608441 85 608581 5 609721 85 609861 5 611001 85 611141 5 612281 85 612421 5 613556 90 614836 90 616116 90 617391 100 617531 10 618671 100 618811 10 619951 100 620091 10 621231 100 621371 10 622506 115 622646 10 623786 115 623926 10 625066 115 625206 10 626346 115 626486 10 627621 155 628901 155 630181 155 631461 155 632741 150 634021 150 635301 150 636581 150 637861 145 639141 145 640421 145 641701 145 642976 150 644256 150 645536 150 646816 150 648096 145 649376 145 650656 145 651936 145 653216 140 654496 140 655776 140 657056 140 658336 135 659616 135 660896 135 662176 135 663456 135 664736 135 666016 135 667291 135 668571 135 669851 135 671131 135 672411 135 673691 135 674971 135 676251 135 677531 130 678811 130 680091 130 681371 130 682646 135 683926 135 685206 135 686486 135 687766 130 689046 130 690326 130 691606 130 692886 130 694166 130 695446 130 696726 130 698006 130 699286 130 700566 130 701846 130 703126 125 704406 125 705686 125 706971 120 708251 120 709531 120 710811 120 712091 115 713371 115 714651 115 715931 115 717216 110 718496 110 719776 110 721056 110 722336 110 723616 110 724896 110 726176 110 727461 100 728741 100 730021 100 731301 100 732581 100 733861 100 735141 100 736421 100 737706 90 738986 90 740266 90 741546 90 742831 85 744111 85 745391 85 746671 85 747956 75 749236 75 750516 75 751801 65 753081 65 754361 65 755641 65 756921 65 758201 65 759481 65 760761 65 762046 50 763326 50 764606 50 765886 50 767171 30 768451 30 769731 30 771011 30
6240619ebebe9e9c9d00a4262b4fe4a5_1,474166 15 475446 15 476726 15 478006 15 479281 30 480561 30 481841 30 483121 30 484391 45 485671 45 486951 45 488226 50 489506 50 490786 50 492066 50 493341 60 494621 60 495901 60 497181 60 498456 65 499736 65 501016 65 502296 65 503571 70 504851 70 506131 70 507411 70 508686 75 509966 75 511246 75 512526 75 513801 80 515081 80 516361 80 517641 80 518916 85 520196 85 521476 85 522756 85 524031 90 525311 90 526591 90 527871 90 529151 90 530431 90 531711 90 532986 95 534266 95 535546 95 536826 95 538106 95 539386 95 540666 95 541946 95 543226 95 544506 95 545786 95 547066 95 548351 90 549631 90 550911 90 552191 90 553471 90 554751 90 556031 90 557311 90 558591 90 559871 90 561151 90 562431 90 563711 90 564991 90 566271 90 567551 90 568836 85 570116 85 571396 85 572676 80 573956 80 575236 80 576516 80 577796 80 579076 80 580356 80 581636 80 582916 80 584196 80 585476 80 586756 80 588036 75 589316 75 590596 75 591876 75 593161 70 594441 70 595721 70 597001 70 598281 65 599561 65 600841 65 602121 65 603406 60 604686 60 605966 60 607246 60 608526 55 609806 55 611086 55 612366 55 613646 55 614926 55 616206 55 617491 40 618771 40 620051 40 621331 40 622621 25 623901 25 625181 25 626461 25
e8bfb905b78a91391adc0bb223c4eaf3_0,394681 40 395961 40 397241 40 398511 60 399791 60 401071 60 402351 60 403626 70 404906 70 406186 70 407466 70 408741 75 410021 75 411301 75 412581 75 413861 75 415141 75 416421 75 417701 75 418976 80 420256 80 421536 80 422816 80 424091 90 425371 90 426651 90 427931 90 429211 90 430491 90 431771 90 433051 90 434331 90 435611 90 436891 90 438171 90 439446 95 440726 95 442006 95 443286 100 444566 100 445846 100 447126 100 448406 105 449686 105 450966 105 452246 105 453526 105 454806 105 456086 105 457366 105 458646 110 459926 110 461206 110 462486 110 463766 115 465046 115 466326 115 467606 115 468886 115 470166 115 471446 115 472726 115 474006 120 475286 120 476566 120 477846 120 479126 125 480406 125 481686 125 482966 125 484246 145 485526 145 486806 145 488091 145 489371 145 490651 145 491931 145 493211 150 494491 150 495771 150 497051 150 498336 150 499616 150 500896 150 502176 150 503456 155 504736 155 506016 155 507296 155 508576 155 509856 155 511136 155 512416 155 513696 155 514976 155 516256 155 517536 155 518821 150 520101 150 521381 150 522661 150 523941 150 525221 150 526501 150 527781 145 529061 145 530341 145 531621 145 532901 145 534181 145 535461 145 536741 145 538026 135 539306 135 540586 135 541866 135 543146 135 544426 135 545706 135 546986 135 548271 125 549551 125 550831 125 552111 125 553396 115 554676 115 555956 115 557236 115 558521 105 559801 105 561081 105 562361 105 563646 90 564926 90 566206 90 567486 90 568776 60 570056 60 571336 60 572631 30 573911 30 575191 30 576471 30
e8bfb905b78a91391adc0bb223c4eaf3_1,
